,price,area,status,bhk,bathroom,location
1359,39.5,809,Ready to move,2,2.0,Sembakkam
1360,39.5,809,Ready to move,2,2.0,Sembakkam
1361,39.5,809,Ready to move,2,2.0,Sembakkam
1362,39.5,809,Ready to move,2,2.0,Sembakkam
1363,39.5,809,Ready to move,2,2.0,Sembakkam
1364,56.1,1020,Under Construction,3,2.0,Sembakkam
1365,60.5,1100,Under Construction,3,2.0,Sembakkam
1366,64.78,1117,Ready to move,3,3.0,Sembakkam
1367,81.2,1400,Ready to move,3,3.0,Sembakkam
1368,81.2,1400,Ready to move,3,3.0,Sembakkam
1369,74.87,1291,Ready to move,3,3.0,Sembakkam
1370,52.2,900,Ready to move,2,2.0,Sembakkam
1371,64.78,1117,Ready to move,3,3.0,Sembakkam
1372,120.0,2000,Ready to move,3,3.0,Sembakkam
1373,100.0,1821,Ready to move,3,3.0,Sembakkam
1374,95.0,1783,Ready to move,3,3.0,Sembakkam
1375,90.0,1624,Ready to move,3,3.0,Sembakkam
1376,140.0,2200,Under Construction,4,4.0,Sembakkam
1377,73.37,1249,Ready to move,3,3.0,Sembakkam
1378,69.26,1179,Ready to move,3,3.0,Sembakkam
1379,57.75,983,Ready to move,2,2.0,Sembakkam
1380,47.94,861,Ready to move,2,2.0,Sembakkam
1381,54.3,905,Ready to move,2,2.0,Sembakkam
1382,50.1,835,Ready to move,2,2.0,Sembakkam
1383,71.91,1383,Ready to move,3,3.0,Sembakkam
1384,60.63,1166,Ready to move,3,3.0,Sembakkam
1385,51.01,981,Ready to move,2,2.0,Sembakkam
1386,48.41,931,Ready to move,2,2.0,Sembakkam
1387,44.25,851,Ready to move,2,2.0,Sembakkam
1388,41.6,800,Ready to move,2,2.0,Sembakkam
1389,27.6,600,Under Construction,2,2.0,Semmancheri
1390,27.6,600,Under Construction,2,2.0,Semmancheri
1391,34.0,700,Under Construction,2,2.0,Semmancheri
1392,39.0,800,Under Construction,2,2.0,Semmancheri
1393,47.0,1060,Ready to move,2,2.0,Semmancheri
1394,46.0,1200,Ready to move,1,2.0,Semmancheri
1395,77.35,1645,Ready to move,3,2.0,Semmancheri
1396,500.0,3000,Ready to move,4,4.0,Shenoy Nagar
1397,100.0,1833,Ready to move,3,2.0,Sholinganallur
1398,73.75,1405,Under Construction,3,2.0,Sholinganallur
1399,62.75,1004,Under Construction,2,2.0,Sholinganallur
1400,108.0,1972,Ready to move,3,2.0,Sholinganallur
1401,73.99,1410,Under Construction,3,2.0,Sholinganallur
1402,62.75,1004,Under Construction,2,2.0,Sholinganallur
1403,79.98,1740,Under Construction,3,2.0,Sholinganallur
1404,79.98,1740,Under Construction,3,2.0,Sholinganallur
1405,94.48,2055,Under Construction,4,2.0,Sholinganallur
1406,94.48,2055,Under Construction,4,2.0,Sholinganallur
1407,68.69,1494,Under Construction,3,2.0,Sholinganallur
1408,68.69,1494,Under Construction,3,2.0,Sholinganallur
1409,48.64,885,Under Construction,2,2.0,Sholinganallur
1410,74.23,1415,Under Construction,3,2.0,Sholinganallur
1411,48.88,890,Under Construction,2,2.0,Sholinganallur
1412,47.43,860,Under Construction,2,2.0,Sholinganallur
1413,46.95,850,Under Construction,2,2.0,Sholinganallur
1414,47.67,865,Under Construction,2,2.0,Sholinganallur
1415,73.51,1400,Under Construction,3,2.0,Sholinganallur
1416,138.0,2525,Ready to move,4,2.0,Sholinganallur
1417,75.07,1365,Ready to move,2,2.0,Sholinganallur
1418,68.86,1252,Ready to move,2,2.0,Sholinganallur
1419,101.0,1847,Ready to move,3,2.0,Sholinganallur
1420,74.58,1356,Ready to move,2,2.0,Sholinganallur
1421,132.0,2418,Ready to move,3,2.0,Sholinganallur
1422,64.4,1171,Ready to move,2,2.0,Sholinganallur
1423,109.0,1998,Ready to move,3,2.0,Sholinganallur
1424,77.11,1402,Ready to move,2,2.0,Sholinganallur
1425,80.19,1458,Ready to move,2,2.0,Sholinganallur
1426,70.67,1285,Ready to move,2,2.0,Sholinganallur
1427,141.0,2580,Ready to move,4,2.0,Sholinganallur
1428,90.91,1653,Ready to move,3,2.0,Sholinganallur
1429,129.0,2357,Ready to move,3,2.0,Sholinganallur
1430,91.3,1660,Ready to move,3,2.0,Sholinganallur
1431,80.79,1469,Ready to move,2,2.0,Sholinganallur
1432,69.52,1264,Ready to move,2,2.0,Sholinganallur
1433,65.89,1198,Ready to move,2,2.0,Sholinganallur
1434,63.18,1011,Under Construction,2,2.0,Sholinganallur
1435,63.18,1011,Under Construction,2,2.0,Sholinganallur
1436,54.81,877,Under Construction,2,2.0,Sholinganallur
1437,54.81,877,Under Construction,2,2.0,Sholinganallur
1438,62.75,1004,Under Construction,2,2.0,Sholinganallur
1439,63.18,1011,Under Construction,2,2.0,Sholinganallur
1440,62.75,1004,Under Construction,2,2.0,Sholinganallur
1441,54.81,877,Under Construction,2,2.0,Sholinganallur
1442,63.18,1011,Under Construction,2,2.0,Sholinganallur
1443,57.87,926,Under Construction,2,2.0,Sholinganallur
1444,54.81,877,Under Construction,2,2.0,Sholinganallur
1445,57.87,926,Under Construction,2,2.0,Sholinganallur
1446,63.1,1242,Under Construction,2,2.0,Sholinganallur
1447,63.1,1242,Under Construction,2,2.0,Sholinganallur
1448,33.71,604,Under Construction,1,2.0,Sholinganallur
1449,33.66,603,Under Construction,1,2.0,Sholinganallur
1450,63.51,1250,Under Construction,2,2.0,Sholinganallur
1451,63.3,1246,Under Construction,2,2.0,Sholinganallur
1452,33.77,605,Under Construction,1,1.0,Sholinganallur
1453,33.44,599,Under Construction,1,1.0,Sholinganallur
1454,33.6,602,Under Construction,1,1.0,Sholinganallur
1455,88.75,1761,Under Construction,3,2.0,Sholinganallur
1456,62.85,1237,Under Construction,2,2.0,Sholinganallur
1457,94.19,1869,Under Construction,3,2.0,Sholinganallur
1458,77.54,1468,Under Construction,2,2.0,Sholinganallur
1459,70.2,1329,Under Construction,2,2.0,Sholinganallur
1460,87.79,1742,Under Construction,3,2.0,Sholinganallur
1461,68.64,1351,Under Construction,2,2.0,Sholinganallur
1462,88.04,1747,Under Construction,3,2.0,Sholinganallur
1463,93.49,1855,Under Construction,3,2.0,Sholinganallur
1464,80.23,1592,Under Construction,3,3.0,Sholinganallur
1465,92.43,1834,Under Construction,3,2.0,Sholinganallur
1466,86.08,1708,Under Construction,3,2.0,Sholinganallur
1467,79.38,1575,Under Construction,3,2.0,Sholinganallur
1468,91.87,1823,Under Construction,3,2.0,Sholinganallur
1469,85.12,1689,Under Construction,3,2.0,Sholinganallur
1470,90.77,1801,Under Construction,3,2.0,Sholinganallur
1471,65.28,1285,Under Construction,2,2.0,Sholinganallur
1472,63.96,1259,Under Construction,2,2.0,Sholinganallur
1473,64.52,1270,Under Construction,2,2.0,Sholinganallur
1474,64.47,1269,Under Construction,2,2.0,Sholinganallur
1475,90.31,1792,Under Construction,3,2.0,Sholinganallur
1476,83.66,1660,Under Construction,3,2.0,Sholinganallur
1477,56.0,1258,Ready to move,2,2.0,Sholinganallur
1478,109.0,1708,Under Construction,3,3.0,Sholinganallur
1479,49.0,919,Ready to move,2,2.0,Sholinganallur
1480,80.0,1237,Under Construction,2,2.0,Sholinganallur
1481,97.0,1598,Under Construction,3,2.0,Sholinganallur
1482,88.92,1588,Under Construction,3,2.0,Sholinganallur
1483,45.0,840,Ready to move,2,2.0,Singaperumal Koil
1484,45.86,1079,Under Construction,2,2.0,Singaperumal Koil
1485,45.86,1079,Under Construction,2,2.0,Singaperumal Koil
1486,64.25,1737,Ready to move,3,2.0,Siruseri
1487,60.66,1640,Ready to move,3,2.0,Siruseri
1488,57.22,1547,Ready to move,3,2.0,Siruseri
1489,58.59,1584,Ready to move,3,2.0,Siruseri
1490,55.0,1487,Ready to move,3,2.0,Siruseri
1491,58.85,1591,Ready to move,3,2.0,Siruseri
1492,27.0,600,Under Construction,2,4.0,Siruseri
1493,39.88,1040,Under Construction,3,2.0,Siruseri
1494,62.0,1295,Ready to move,2,2.0,Siruseri
1495,74.47,1655,Ready to move,3,3.0,Siruseri
1496,40.0,930,Under Construction,2,2.0,Siruseri
1497,23.03,510,Under Construction,1,2.0,Siruseri
1498,35.02,824,Under Construction,2,2.0,Siruseri
1499,15.04,338,Under Construction,1,2.0,Siruseri
1500,32.98,764,Under Construction,2,2.0,Siruseri
1501,66.82,1310,Under Construction,3,2.0,Sithalapakkam
1502,64.08,1250,Under Construction,3,2.0,Sithalapakkam
1503,54.14,1050,Under Construction,2,2.0,Sithalapakkam
1504,69.33,1365,Under Construction,3,2.0,Sithalapakkam
1505,39.49,800,Under Construction,2,2.0,Sithalapakkam
1506,53.45,1035,Under Construction,2,2.0,Sithalapakkam
1507,29.72,625,Under Construction,1,2.0,Sithalapakkam
1508,71.39,1410,Under Construction,3,2.0,Sithalapakkam
1509,31.28,660,Under Construction,1,2.0,Sithalapakkam
1510,55.74,1085,Under Construction,2,2.0,Sithalapakkam
1511,65.45,1280,Under Construction,2,2.0,Sithalapakkam
1512,29.27,615,Under Construction,1,2.0,Sithalapakkam
1513,54.59,1060,Under Construction,2,2.0,Sithalapakkam
1514,52.54,1015,Under Construction,2,2.0,Sithalapakkam
1515,30.61,645,Under Construction,1,2.0,Sithalapakkam
1516,54.82,1065,Under Construction,2,2.0,Sithalapakkam
1517,455.0,2601,Under Construction,4,2.0,T Nagar
1518,644.0,3681,Under Construction,4,4.0,T Nagar
1519,295.0,1520,Under Construction,3,2.0,T Nagar
1520,325.0,1950,Ready to move,4,3.0,T Nagar
1521,550.0,4000,Ready to move,4,3.0,T Nagar
1522,362.0,2133,Under Construction,2,2.0,T Nagar
1523,393.0,2133,Under Construction,3,3.0,T Nagar
1524,240.0,1484,Ready to move,3,3.0,T Nagar
1525,245.0,1401,Ready to move,3,3.0,T Nagar
1526,442.0,2601,Under Construction,3,3.0,T Nagar
1527,442.0,2601,Under Construction,3,3.0,T Nagar
1528,244.0,1574,Ready to move,3,2.0,T Nagar
1529,340.0,2030,Under Construction,4,3.0,T Nagar
1530,219.0,1310,Under Construction,3,3.0,T Nagar
1531,42.07,1275,Under Construction,3,2.0,Thaiyur
1532,33.29,1009,Under Construction,2,2.0,Thaiyur
1533,39.5,1197,Under Construction,3,2.0,Thaiyur
1534,33.42,1013,Under Construction,2,2.0,Thaiyur
1535,25.0,605,Ready to move,1,1.0,Thaiyur
1536,57.4,1552,Under Construction,2,2.0,Thaiyur
1537,64.6,1700,Under Construction,3,3.0,Thaiyur
1538,57.4,1552,Under Construction,2,2.0,Thaiyur
1539,64.6,1700,Under Construction,3,3.0,Thaiyur
1540,39.88,1050,Ready to move,2,2.0,Thaiyur
1541,38.02,1001,Under Construction,2,2.0,Thaiyur
1542,47.33,1246,Under Construction,3,2.0,Thaiyur
1543,40.3,1061,Under Construction,2,2.0,Thaiyur
1544,50.45,1328,Under Construction,3,2.0,Thaiyur
1545,37.3,982,Under Construction,2,2.0,Thaiyur
1546,50.71,1335,Under Construction,3,2.0,Thaiyur
1547,50.22,1005,Ready to move,2,2.0,Thalambur
1548,64.82,1297,Ready to move,3,2.0,Thalambur
1549,30.0,612,Under Construction,2,2.0,Thalambur
1550,22.36,713,Under Construction,2,2.0,Thandalam
1551,20.88,663,Under Construction,2,2.0,Thandalam
1552,12.83,391,Under Construction,1,2.0,Thandalam
1553,21.0,667,Under Construction,2,2.0,Thandalam
1554,20.97,666,Under Construction,2,2.0,Thandalam
1555,20.77,659,Under Construction,2,2.0,Thandalam
1556,12.89,394,Under Construction,1,2.0,Thandalam
1557,22.19,707,Under Construction,2,2.0,Thandalam
1558,21.21,674,Under Construction,2,2.0,Thandalam
1559,57.0,1075,Ready to move,2,2.0,Tharapakkam
1560,23.0,620,Under Construction,1,1.0,Thirumalpur
1561,18.0,353,Under Construction,1,2.0,Thirumazhisai
1562,31.0,730,Under Construction,2,2.0,Thirumazhisai
1563,36.0,849,Under Construction,2,2.0,Thirumazhisai
1564,16.0,319,Under Construction,1,1.0,Thirumazhisai
1565,15.36,300,Under Construction,1,1.0,Thirumazhisai
1566,25.0,640,Ready to move,1,2.0,Thirumazhisai
1567,28.0,730,Under Construction,2,2.0,Thirumazhisai
1568,32.0,849,Under Construction,2,2.0,Thirumazhisai
1569,29.56,768,Under Construction,2,2.0,Thirumullaivoyal
1570,35.65,926,Under Construction,3,2.0,Thirumullaivoyal
1571,39.73,1032,Under Construction,3,2.0,Thirumullaivoyal
1572,33.3,865,Under Construction,2,2.0,Thirumullaivoyal
1573,36.53,949,Under Construction,2,2.0,Thirumullaivoyal
1574,33.88,880,Under Construction,2,2.0,Thirumullaivoyal
1575,29.55,788,Under Construction,2,2.0,Thirumullaivoyal
1576,33.11,883,Under Construction,2,2.0,Thirumullaivoyal
1577,33.11,883,Under Construction,2,2.0,Thirumullaivoyal
1578,29.66,791,Under Construction,2,2.0,Thirumullaivoyal
1579,29.66,791,Under Construction,2,2.0,Thirumullaivoyal
1580,29.21,779,Under Construction,2,2.0,Thirumullaivoyal
1581,29.21,779,Under Construction,2,2.0,Thirumullaivoyal
1582,34.53,921,Under Construction,2,2.0,Thirumullaivoyal
1583,34.53,921,Under Construction,2,2.0,Thirumullaivoyal
1584,31.72,846,Under Construction,2,2.0,Thirumullaivoyal
1585,31.72,846,Under Construction,2,2.0,Thirumullaivoyal
1586,30.15,804,Under Construction,2,2.0,Thirumullaivoyal
1587,30.15,804,Under Construction,2,2.0,Thirumullaivoyal
1588,30.15,804,Under Construction,2,2.0,Thirumullaivoyal
1589,30.03,801,Under Construction,2,2.0,Thirumullaivoyal
1590,30.15,804,Under Construction,2,2.0,Thirumullaivoyal
1591,30.03,801,Under Construction,2,2.0,Thirumullaivoyal
1592,30.3,808,Under Construction,2,2.0,Thirumullaivoyal
1593,30.3,808,Under Construction,2,2.0,Thirumullaivoyal
1594,34.68,925,Under Construction,2,2.0,Thirumullaivoyal
1595,34.68,925,Under Construction,2,2.0,Thirumullaivoyal
1596,31.46,839,Under Construction,2,2.0,Thirumullaivoyal
1597,28.98,773,Under Construction,2,2.0,Thirumullaivoyal
1598,31.46,839,Under Construction,2,2.0,Thirumullaivoyal
1599,28.98,773,Under Construction,2,2.0,Thirumullaivoyal
1600,30.97,826,Under Construction,2,2.0,Thirumullaivoyal
1601,30.97,826,Under Construction,2,2.0,Thirumullaivoyal
1602,31.16,831,Under Construction,2,2.0,Thirumullaivoyal
1603,31.16,831,Under Construction,2,2.0,Thirumullaivoyal
1604,29.55,788,Under Construction,2,2.0,Thirumullaivoyal
1605,35.0,900,Ready to move,2,2.0,Thirumullaivoyal
1606,20.0,600,Ready to move,2,2.0,Thiruporur
1607,140.0,1270,Ready to move,3,2.0,Thiruvanmiyur
1608,110.0,974,Ready to move,2,2.0,Thiruvanmiyur
1609,171.0,1495,Ready to move,3,3.0,Thiruvanmiyur
1610,115.0,1008,Ready to move,2,2.0,Thiruvanmiyur
1611,65.0,1273,Under Construction,3,3.0,Thiruverkadu
1612,49.5,947,Ready to move,2,2.0,Thiruverkadu
1613,48.61,884,Ready to move,2,2.0,Thoraipakkam OMR
1614,72.2,1313,Ready to move,2,2.0,Thoraipakkam OMR
1615,49.05,892,Ready to move,2,2.0,Thoraipakkam OMR
1616,64.77,1178,Ready to move,2,2.0,Thoraipakkam OMR
1617,72.0,1400,Ready to move,3,2.0,Thoraipakkam OMR
1618,65.69,1381,Ready to move,3,2.0,Tiruvottiyur
1619,65.64,1380,Ready to move,3,2.0,Tiruvottiyur
1620,53.47,1117,Ready to move,2,2.0,Tiruvottiyur
1621,23.22,540,Ready to move,1,2.0,Tiruvottiyur
1622,46.99,1093,Ready to move,2,2.0,Tiruvottiyur
1623,25.19,586,Ready to move,1,2.0,Tiruvottiyur
1624,45.75,1064,Ready to move,2,2.0,Tiruvottiyur
1625,25.06,583,Ready to move,1,2.0,Tiruvottiyur
1626,25.02,582,Ready to move,1,2.0,Tiruvottiyur
1627,45.53,1059,Ready to move,2,2.0,Tiruvottiyur
1628,68.38,1439,Ready to move,3,2.0,Tiruvottiyur
1629,68.47,1441,Ready to move,3,2.0,Tiruvottiyur
1630,44.72,1040,Ready to move,2,2.0,Tiruvottiyur
1631,68.75,1447,Ready to move,3,2.0,Tiruvottiyur
1632,67.63,1423,Ready to move,3,2.0,Tiruvottiyur
1633,67.77,1426,Ready to move,3,2.0,Tiruvottiyur
1634,66.81,1405,Ready to move,3,2.0,Tiruvottiyur
1635,54.72,1144,Ready to move,2,2.0,Tiruvottiyur
1636,54.63,1142,Ready to move,2,2.0,Tiruvottiyur
1637,55.19,1154,Ready to move,2,2.0,Tiruvottiyur
1638,43.94,1022,Ready to move,2,2.0,Tiruvottiyur
1639,66.1,1390,Ready to move,3,2.0,Tiruvottiyur
1640,54.09,1130,Ready to move,2,2.0,Tiruvottiyur
1641,23.65,550,Ready to move,1,2.0,Tiruvottiyur
1642,66.3,1394,Ready to move,3,2.0,Tiruvottiyur
1643,23.47,546,Ready to move,1,2.0,Tiruvottiyur
1644,66.35,1395,Ready to move,3,2.0,Tiruvottiyur
1645,23.26,541,Ready to move,1,2.0,Tiruvottiyur
1646,23.39,544,Ready to move,1,2.0,Tiruvottiyur
1647,36.0,827,Ready to move,2,2.0,Urapakkam
1648,42.0,1330,Ready to move,4,2.0,Urapakkam
1649,42.0,1100,Ready to move,2,2.0,Urapakkam
1650,53.97,1285,Ready to move,2,2.0,Urapakkam
1651,41.58,990,Ready to move,1,2.0,Urapakkam
1652,53.97,1285,Ready to move,2,2.0,Urapakkam
1653,48.0,1200,Ready to move,3,3.0,Urapakkam
1654,37.72,943,Ready to move,2,2.0,Urapakkam
1655,35.24,881,Ready to move,2,2.0,Urapakkam
1656,70.0,1027,Ready to move,2,2.0,Vadanemmeli
1657,70.0,1027,Ready to move,2,2.0,Vadanemmeli
1658,70.0,1027,Ready to move,2,2.0,Vadanemmeli
1659,70.0,1027,Ready to move,2,2.0,Vadanemmeli
1660,70.0,1027,Ready to move,2,2.0,Vadanemmeli
1661,70.0,1027,Ready to move,2,2.0,Vadanemmeli
1662,70.0,1027,Ready to move,2,2.0,Vadanemmeli
1663,70.0,1027,Ready to move,2,2.0,Vadanemmeli
1664,70.0,1027,Ready to move,2,2.0,Vadanemmeli
1665,70.0,1027,Ready to move,2,2.0,Vadanemmeli
1666,70.0,1027,Ready to move,2,2.0,Vadanemmeli
1667,70.0,1027,Ready to move,2,2.0,Vadanemmeli
1668,70.0,1027,Ready to move,2,2.0,Vadanemmeli
1669,70.0,1027,Ready to move,2,2.0,Vadanemmeli
1670,70.0,1027,Ready to move,2,2.0,Vadanemmeli
1671,70.0,1027,Ready to move,2,2.0,Vadanemmeli
1672,70.0,1027,Ready to move,2,2.0,Vadanemmeli
1673,70.0,1027,Ready to move,2,2.0,Vadanemmeli
1674,70.0,1027,Ready to move,2,2.0,Vadanemmeli
1675,70.0,1027,Ready to move,2,2.0,Vadanemmeli
1676,70.0,1027,Ready to move,2,2.0,Vadanemmeli
1677,70.0,1027,Ready to move,2,2.0,Vadanemmeli
1678,70.0,1027,Ready to move,2,2.0,Vadanemmeli
1679,70.0,1027,Ready to move,2,2.0,Vadanemmeli
1680,70.0,1027,Ready to move,2,2.0,Vadanemmeli
1681,70.0,1027,Ready to move,2,2.0,Vadanemmeli
1682,182.0,1636,Under Construction,3,2.0,Vadapalani
1683,132.0,1176,Under Construction,2,2.0,Vadapalani
1684,131.0,1174,Under Construction,2,2.0,Vadapalani
1685,204.0,1838,Under Construction,3,2.0,Vadapalani
1686,132.0,1180,Under Construction,2,2.0,Vadapalani
1687,255.0,2307,Under Construction,4,2.0,Vadapalani
1688,201.0,1816,Under Construction,3,2.0,Vadapalani
1689,254.0,2301,Under Construction,4,2.0,Vadapalani
1690,181.0,1624,Under Construction,3,2.0,Vadapalani
1691,137.0,1225,Under Construction,2,2.0,Vadapalani
1692,130.0,1159,Under Construction,2,2.0,Vadapalani
1693,253.0,2285,Under Construction,4,2.0,Vadapalani
1694,203.0,1831,Under Construction,3,2.0,Vadapalani
1695,138.0,1232,Under Construction,2,2.0,Vadapalani
1696,252.0,2280,Under Construction,4,2.0,Vadapalani
1697,178.0,1604,Under Construction,3,2.0,Vadapalani
1698,136.0,1211,Under Construction,2,2.0,Vadapalani
1699,201.0,1811,Under Construction,3,2.0,Vadapalani
1700,129.0,1154,Under Construction,2,2.0,Vadapalani
1701,180.0,1617,Under Construction,3,2.0,Vadapalani
1702,180.0,1615,Under Construction,3,2.0,Vadapalani
1703,135.0,1204,Under Construction,2,2.0,Vadapalani
1704,178.0,1597,Under Construction,3,2.0,Vadapalani
1705,170.0,1750,Ready to move,4,3.0,Valasaravakkam
1706,95.0,1250,Ready to move,3,3.0,Valasaravakkam
1707,45.99,920,Under Construction,2,2.0,Vanagaram
1708,45.99,920,Under Construction,2,2.0,Vanagaram
1709,47.84,957,Under Construction,2,2.0,Vanagaram
1710,47.84,957,Under Construction,2,2.0,Vanagaram
1711,45.99,920,Under Construction,2,2.0,Vanagaram
1712,45.99,920,Under Construction,2,2.0,Vanagaram
1713,47.84,957,Under Construction,2,2.0,Vanagaram
1714,47.84,957,Under Construction,2,2.0,Vanagaram
1715,45.59,912,Under Construction,2,2.0,Vanagaram
1716,45.59,912,Under Construction,2,2.0,Vanagaram
1717,48.79,976,Under Construction,2,2.0,Vanagaram
1718,48.79,976,Under Construction,2,2.0,Vanagaram
1719,46.24,925,Under Construction,2,2.0,Vanagaram
1720,46.24,925,Under Construction,2,2.0,Vanagaram
1721,33.85,594,Under Construction,1,2.0,Vanagaram
1722,33.51,588,Under Construction,1,1.0,Vanagaram
1723,34.02,597,Under Construction,1,2.0,Vanagaram
1724,57.79,1051,Under Construction,2,2.0,Vanagaram
1725,34.0,600,Under Construction,2,2.0,Vanagaram
1726,57.74,1013,Under Construction,2,2.0,Vanagaram
1727,54.64,1051,Under Construction,2,2.0,Vanagaram
1728,79.8,1400,Under Construction,3,3.0,Vanagaram
1729,77.51,1491,Under Construction,3,3.0,Vanagaram
1730,54.64,1051,Under Construction,2,2.0,Vanagaram
1731,70.65,1359,Under Construction,3,2.0,Vanagaram
1732,85.45,1554,Under Construction,3,3.0,Vanagaram
1733,81.3,937,Under Construction,2,2.0,Velachery
1734,81.7,942,Under Construction,2,2.0,Velachery
1735,200.0,1844,Ready to move,3,3.0,Velachery
1736,76.0,1028,Ready to move,2,2.0,Velachery
1737,107.0,1306,Ready to move,2,2.0,Velachery
1738,55.83,859,Ready to move,2,2.0,Velachery
1739,55.83,859,Ready to move,2,2.0,Velachery
1740,100.0,1188,Ready to move,3,2.0,Velachery
1741,84.66,996,Ready to move,2,2.0,Velachery
1742,86.0,1010,Ready to move,2,2.0,Velachery
1743,70.0,1112,Ready to move,2,2.0,Velappanchavadi
1744,89.0,1414,Ready to move,3,3.0,Velappanchavadi
1745,87.4,1469,Ready to move,3,2.0,Vengaivasal
1746,81.57,1371,Ready to move,3,2.0,Vengaivasal
1747,88.29,1484,Ready to move,3,2.0,Vengaivasal
1748,35.75,601,Ready to move,2,2.0,Vengaivasal
1749,100.0,2100,Ready to move,3,3.0,Vengambakkam
1750,95.0,2000,Ready to move,3,3.0,Vengambakkam
1751,90.0,1900,Ready to move,3,3.0,Vengambakkam
1752,85.0,1800,Ready to move,3,3.0,Vengambakkam
1753,80.0,1700,Ready to move,3,3.0,Vengambakkam
1754,75.0,1655,Ready to move,3,3.0,Vengambakkam
1755,19.59,540,Ready to move,1,2.0,Veppampattu
1756,26.0,850,Ready to move,2,2.0,Veppampattu
1757,30.0,960,Ready to move,2,2.0,Veppampattu
1758,30.0,950,Under Construction,2,2.0,Veppampattu
1759,18.49,520,Ready to move,1,2.0,Veppampattu
1760,36.0,900,Under Construction,2,3.0,Veppampattu
1761,26.0,720,Ready to move,2,2.0,Veppampattu
1762,26.0,720,Ready to move,2,2.0,Veppampattu
1763,26.0,720,Ready to move,2,2.0,Veppampattu
1764,32.0,1000,Ready to move,2,2.0,Veppampattu
1765,28.0,800,Under Construction,2,2.0,Veppampattu
1766,22.0,601,Under Construction,1,2.0,Veppampattu
1767,36.0,902,Ready to move,2,2.0,Veppampattu
1768,40.0,1000,Ready to move,2,2.0,Veppampattu
1769,36.0,900,Ready to move,2,2.0,Veppampattu
1770,34.0,1151,Ready to move,2,2.0,Veppampattu
1771,28.0,801,Under Construction,2,2.0,Veppampattu
1772,30.0,820,Ready to move,2,2.0,Veppampattu
1773,21.9,600,Under Construction,1,2.0,Veppampattu
1774,22.0,600,Under Construction,1,2.0,Veppampattu
1775,16.0,500,Ready to move,1,1.0,Veppampattu
1776,45.0,1200,Under Construction,3,2.0,Veppampattu
1777,34.0,1150,Under Construction,2,2.0,Veppampattu
1778,37.0,1136,Under Construction,2,2.0,Veppampattu
1779,27.0,750,Ready to move,2,2.0,Veppampattu
1780,26.0,720,Ready to move,2,2.0,Veppampattu
1781,30.0,820,Ready to move,2,2.0,Veppampattu
1782,22.95,600,Ready to move,1,2.0,Veppampattu
1783,17.9,601,Ready to move,1,2.0,Veppampattu
1784,24.0,600,Ready to move,2,2.0,Veppampattu
1785,18.25,600,Ready to move,1,2.0,Veppampattu
1786,25.9,700,Ready to move,2,2.0,Veppampattu
1787,22.8,600,Ready to move,1,2.0,Veppampattu
1788,26.9,704,Ready to move,2,2.0,Veppampattu
1789,37.0,1300,Ready to move,2,2.0,Veppampattu
1790,35.0,1180,Ready to move,2,2.0,Veppampattu
1791,25.99,703,Ready to move,2,2.0,Veppampattu
1792,19.49,520,Ready to move,1,2.0,Veppampattu
1793,34.5,1170,Ready to move,2,2.0,Veppampattu
1794,36.0,1300,Ready to move,2,2.0,Veppampattu
1795,32.5,990,Ready to move,2,2.0,Veppampattu
1796,26.5,680,Ready to move,2,2.0,Veppampattu
1797,29.5,850,Ready to move,2,2.0,Veppampattu
1798,22.5,600,Ready to move,1,2.0,Veppampattu
1799,22.5,630,Ready to move,2,2.0,Veppampattu
1800,16.5,550,Ready to move,1,2.0,Veppampattu
1801,22.75,600,Ready to move,1,2.0,Veppampattu
1802,22.85,600,Ready to move,2,2.0,Veppampattu
1803,17.84,600,Ready to move,1,1.0,Veppampattu
1804,37.0,1300,Ready to move,2,2.0,Veppampattu
1805,28.0,800,Ready to move,2,2.0,Veppampattu
1806,27.0,720,Ready to move,2,2.0,Veppampattu
1807,28.0,800,Ready to move,2,2.0,Veppampattu
1808,34.99,1175,Ready to move,2,2.0,Veppampattu
1809,21.99,600,Ready to move,1,2.0,Veppampattu
1810,22.0,600,Ready to move,1,2.0,Veppampattu
1811,29.0,800,Ready to move,2,2.0,Veppampattu
1812,32.0,1000,Ready to move,2,2.0,Veppampattu
1813,23.0,594,Ready to move,1,2.0,Veppampattu
1814,34.99,1201,Ready to move,2,2.0,Veppampattu
1815,28.99,751,Ready to move,2,2.0,Veppampattu
1816,26.99,701,Ready to move,2,2.0,Veppampattu
1817,29.99,847,Ready to move,2,2.0,Veppampattu
1818,22.99,609,Ready to move,2,2.0,Veppampattu
1819,30.0,850,Ready to move,2,2.0,Veppampattu
1820,26.9,700,Ready to move,2,2.0,Veppampattu
1821,27.0,700,Ready to move,2,2.0,Veppampattu
1822,25.8,700,Ready to move,2,2.0,Veppampattu
1823,26.0,700,Ready to move,2,2.0,Veppampattu
1824,23.0,600,Ready to move,2,2.0,Veppampattu
1825,22.0,600,Ready to move,1,2.0,Veppampattu
1826,28.0,850,Ready to move,2,2.0,Veppampattu
1827,26.0,700,Ready to move,2,2.0,Veppampattu
1828,27.0,725,Ready to move,2,2.0,Veppampattu
1829,25.85,650,Ready to move,2,2.0,Veppampattu
1830,25.9,650,Ready to move,2,2.0,Veppampattu
1831,26.5,700,Ready to move,2,2.0,Veppampattu
1832,26.0,650,Ready to move,2,2.0,Veppampattu
